ShortName,CompanyName,ISINCode,ExchangeCode
AGCNET,BLACK BOX LIMITED,INE676A01027,BBOX
AGIINF,AGI INFRA LIMITED,INE976R01025,AGIIL
AGIPAP,AGIO PAPER & INDUSTRIES LIMITE,INE112C01011,AGIOPAPER
AGRCOM,AGRIMONY COMMODITIES LIMITED,INE567P01018,AGRIMONY
AGRDUT,AGRO DUTCH INDUSTRIES LIMITED,INE135B01014,AGRODUTCH
AGREVO,BAYER  CROPSCIENCE INDIA LTD,INE556A01013,
AGRITE,AGRI-TECH (INDIA) LIMITED,INE449G01018,AGRITECH
AGRMAR,AGRI MARINE EXPORTS,,
AGRTE,SUNDROP BRANDS LIMITED,INE209A01019,SUNDROP
AGSINF,AGS INFOTECH LIMITED,INE966E01016,AGSINFO
AGSTRA,AGS TRANSACT TECHNOLOGIES LTD,INE583L01014,AGSTRA
AHATEC,AHASOLAR TECHNOLOGIES LMITED,INE0NEV01011,AHASOLAR
AHFND1,AADHAR HF S1 29SP21 FV1K,INE538L07486,AHFL29SEP18
AHFND2,AADHAR HF S2 9.6  29JU21 FV1K,INE538L07494,96AHFL21
AHFND3,9.25% Aadhar Housing Jun 23,INE538L07502,925AHFL23
AHFND4,9.65% Aadhar Housing Jun 23,INE538L07510,965AHFL23
AHFND5,9.35% Aadhar Housing Sep 28,INE538L07528,935AHFL28
AHFND6,9.75% Aadhar Housing Sep 28,INE538L07536,975AHFL28
AHLCON,AHLUWALIA CONTRACTS (INDIA) LT,INE758C01029,AHLUCONT
AHLPAR,AHLCON PARENTERALS (INDIA) LTD,INE027C01011,AHLCONQ
AHMELE,TORRENT POWER AEC LIMITED,INE424A01014,
AHMSTE,AHMEDABAD STEELCRAFT LTD,INE868C01018,AHMDSTE
AHUWEL,AHURA WELDING ELECTR,,
AIAENG,AIA ENGINEERING LTD,INE212H01026,AIAENG
AIKPIP,AIK PIPES AND POLYMERS LIMITED,INE0QFT01015,AIKPIPES
AIMPES,AIMCO PESTICIDES LTD.,INE008B01013,AIMCOPEST
AINF,KANORIA ENERGY & INFRASTRUCTUR,INE534E01020,KEIL
AIRLTD,AIRAN LTD,INE645W01026,AIRAN
AISTEL,TELOGICA LIMITED,INE778I01024,TELOGICA
AJAENG,AJAX ENGINEERING LIMITED,INE274Y01021,AJAXENGG
AJAPHA,AJANTA PHARMA LTD,INE031B01049,AJANTPHARM
AJASOY,AJANTA SOYA LIMITED,INE601B01023,AJANTSOY
AJBROT,A.J.BROTHERS,INE939C01017,AJBRO
AJCCAP,AJCON GLOBAL SERVICES LTD.,INE759C01027,AJCON
AJCJEW,AJC JEWEL MANUFACTURERS LTD,INE0XRR01010,AJCJEWEL
AJELIM,AJEL LIMITED,INE229B01015,AJEL
AJIRE1,SHREE AJIT PULP AND PAPER RE,INE185C20017,SAPPL-RE
AJMREA,AJMERA REALTY & INFRA INDIA LI,INE298G01027,AJMERA
AJWFUN,AJWA FUN WORLD & RESORT LTD,INE863E01015,AJWAFUN
AKAAGE,AKASH AGENCIES,,
AKAIMP,AKAI IMPEX LTD.,,
AKALAM,AKAR LAMINATORS LTD,INE984C01013,AKARLAMIN
AKAMET,KALYAN CAPITALS LIMITED,INE149Q01021,KALYANCAP
AKAND1,11.5% Akara Cap. Adv Oct 24,INE08XP07142,115AKAR24
AKAND2,13% Akara Cap. Adv Apr 25,INE08XP07191,13ACAPL25
AKAND3,11.75% Akara Cap. Adv Jun 24,INE08XP07050,1175AKAR24
AKAND4,11.9% Akara Cap. Adv Dec 26,INE08XP07217,119ACAP26
AKAND5,9.85% Akara Cap. Adv Apr 26,INE08XP07266,985ACAPL26
AKAR01,11.50%AKARA CAP ADVISOR FEB25,INE08XP07175,1150AKAR25
AKATOO,AKAR AUTO INDUSTRIES LIMITED,INE864E01021,AAIL
AKCAPI,AKCAPITAL SERVICES LTD,INE701G01012,AKCAPIT
AKCSTE,AKC STEEL INDUSTRIES LIMITED,INE169D01019,AKCSTEEL
AKIIND,AKI INDIA LIMITED,INE642Z01026,AKI
AKMFIN,AKME FINTRADE INDIA LIMITED,INE916Y01027,AFIL
AKMLAC,AAYUSH ART AND BULLION LIMITED,INE777X01017,AAYUSHBULL
AKMSTA,STAR HOUSING FINANCE LTD,INE526R01028,STARHFL
AKROFS,HUBTOWN LIMITED OFS,INE000000077,HUBTOWN
AKSOPT,AKSH OPTIFIBRE LIMITED,INE523B01011,AKSHOPTFBR
AKSPI,SUNRAKSHAKK INDUSTRI INDIA LTD,INE671K01019,SUNRAKSHAK
AKSRE1,AKSHAR SPINTEX LIMITED RE,INE256Z20017,AKSH-RE
AKSSPI,AKSHAR SPINTEX LIMITED,INE256Z01025,AKSHAR
AKUDRU,AKUMS DRUGS AND PHARMA LTD,INE09XN01023,AKUMS
AKZNOB,AKZO NOBEL INDIA LIMITED,INE133A01011,AKZOINDIA
ALAELE,ALACRITY ELECTRONIC,INE023C01010,ALACRIEL
ALAFIN,SAI JEEVADHARA FINANCE LIMITED,,
ALAHOU,ALACRITY HOUSING,INE781D01011,ALACRIHS
ALAIND,ALANG INDUSTRIAL GAS,INE848C01010,ALANGIND
ALALIM,ALANKIT LIMITED,INE914E01040,ALANKIT
ALAMAR,ALANG MARINE,INE0D6901011,ALANGMR-B
ALAPP1,ALAN SCOTT INDUSTRIES LTD PP,IN9273F01012,ALANPP
ALARE1,ALAN SCOTT INDUSTRIES LIMITED,INE273F20022,ALAN-RE1
ALASCO,ALAN SCOTT INDUSTRIES LIMITED,INE273F01022,ALANSCOTT
ALASEC,ALACRITY SECURITIES LIMITED,INE030P01017,ALSL
ALBDAV,ALBERT DAVID LTD,INE155C01010,ALBERTDAVD
ALBWIL,RHODIA SPECIALTY CHEMICALS LTD,INE255B01010,RHODIA
ALCCOR,ALCHEMIST CORPORATION LIMITED,INE057D01016,ALCHCORP
ALCLIM,ALCHEMIST LIMITED,INE964B01033,ALCHEM
ALCMET,ALCOBEX METALS,,
ALCORG,ALCHEMIE ORGANICS,INE768A01014,
ALCREA,ALCHEMIST REALTY LIMITED,INE646D01024,AREALTY
ALECHE,ALEMBIC LTD,INE426A01027,ALEMBICLTD
ALEFOA,ALEXCON FOAMCAST,INE225A01015,ALEXCON
ALEGLA,SHRENO LIMITED,INE274D01017,
ALEPET,ALERT PETROGAS,,
ALEPHA,ALEMBIC PHARMACEUTICALS LIMITE,INE901L01018,APLLTD
ALFHER,ALFRED HERBERT (INDIA) LTD,INE782D01027,ALFREDHE
ALFICA,ALFA ICA (INDIA) LTD,INE042C01010,ALFAICA
ALFLAV,ALFA LAVAL (INDIA) LIMITED,INE427A01017,ALFALAVAL
ALFSEC,ALFAVISION OVERSEAS (INDIA) LT,INE883B01027,ALFAVIO
ALFTRA,ALFA TRANSFORMERS LTD,INE209C01015,ALFATRAN
ALICAS,ALICON CASTALLOY LIMITED,INE062D01024,ALICON
ALKAMI,ALKYL AMINES CHEMICALS LIMITED,INE150B01039,ALKYLAMINE
ALKDIA,ALKA DIAMOND INDUSTR,INE963D01015,ALKADIA
ALKLAB,ALKEM LABORATORIES LIMITED,INE540L01014,ALKEM
ALKLIM,ALKOSIGN LIMITED,INE0KA601012,ALKOSIGN
ALKMET,ALKALI METALS LIMITED,INE773I01017,ALKALI
ALKSEC,ALKA SECURITIES LTD,INE921C01031,ALKASEC
ALKSPI,ALKA INDIA LTD,INE061B01020,ALKA
ALLBAN,ALLAHABAD BANK,INE428A01015,ALBK
ALLBLE,ALLIED BLENDERS AND DISTIL LTD,INE552Z01027,ABDL
ALLCAP,AVONMORE CAPITAL & MANAGEMENT,INE323B01024,AVONMORE
ALLCOM,ALLIED COMPUTERS INTERNATIONAL,INE335I01056,ACIASIA
ALLCOR,ALLSOFT CORPORATION LTD.,INE347B01015,ALLSOFT
ALLDIG,ALLIED DIGITAL SERVICES LIMITE,INE102I01027,ADSL
ALLINT,ALLIANCE INTEGRATED METALIKS,INE123D01024,AIML
ALLLOG,ALLCARGO LOGISTICS LTD,INE418H01029,ALLCARGO
ALLMET,ALL METAL PRO IND.,,
ALLRE1,AVONMORE CAPITAL&MANAGEMENT RE,INE323B20016,AVON-RE
ALLRES,ALLIED RESINS AND CHEM. L,,
ALLTEC,ALLDIGI TECH LIMITED,INE835G01018,ALLDIGI
ALLTER,ALLCARGO TERMINALS LTD,INE0NN701020,ATL
ALMGLO,ALMONDZ GLOBAL SECURITIES LIMI,INE326B01035,ALMONDZ
ALNTRA,ALNA TRADING & EXPORTS LTD,,
ALOIND,ALOK INDUSTRIES LIMITED,INE270A01029,ALOKINDS
ALOKPP,ALOK INDUSTRIES LIMITED PP,IN9270A01019,
ALOTRA,ALORA TRADING COMPANY LIMITED,INE527R01018,ALORA
ALPALA,ALPA LABORATORIES LIMITED,INE385I01010,ALPA
ALPCAP,ALPINE CAPITAL SERVI,INE118F01011,ALPINFN
ALPDAT,ALPS BPO SERVICES,INE098B01014,ALPSINFO
ALPDRU,ALPHA DRUG (I) LTD,INE256B01026,
ALPFIN,ALPIC FINANCE LTD,INE429A01013,ALPICFIN
ALPGRA,ALPHA GRAPHIC INDIA LTD,INE952B01020,ALPGRAPH
ALPHAG,ALPHAGEO (INDIA) LIMITED,INE137C01018,ALPHAGEO
ALPHIT,ALPHA HI-TECH FUEL LTD,INE506B01016,ALPHA
ALPHOU,ALPINE HOUSING DEVELOPMENT COR,INE840D01015,ALPINEHOU
ALPIN,ALPHALOGIC INDUSTRIES LIMITED,INE0NZF01019,ALPHAIND
ALPIND,ALPINE INDUSTRIES LTD,,
ALPLAB,ALPS INDUSTRIES LTD,INE093B01015,ALPSINDUS
ALPMOT,ALPS MOTOR FINANCE LIMITED,INE729P01022,ALPSMOTOR
ALPTEC,ALPHALOGIC TECHSYS LTD,INE08E401029,ALPHALOGIC
ALSIND,GE POWER INDIA LIMITED,INE878A01011,GEPIL
ALSMAR,ALSA MARINE AND HARVESTS,,
ALSOFS,GE VERNOVA T&D INDIA LTD OFS,INE000000224,GVTD
ALSTD,GE VERNOVA T&D INDIA LIMITED,INE200A01026,GVTD
ALUFLU,ALUFLUORIDE LTD,INE058F01019,ALUFLUOR
AMAADI,AMAN & ADITYA FINANC,,
AMAPRO,AMAL LTD,INE841D01013,AMAL
AMARAJ,AMARA RAJA ENERGY & MOBILITY,INE885A01032,ARE&M
AMARE1,AMAL LIMITED RIGHTS ISSUE,INE841D20013,AMAL-RE
AMAREM,AMAR REMEDIES LTD,INE787G01011,AMAR
AMAREP,AMALGAMATED ELECTRICITY CO LTD,INE492N01022,AMALGAM
AMASEC,AMARNATH SECURITIES LTD,INE745P01010,AMARSEC
AMASPI,AMARJOTHI SPINNING MILLS LTD,INE484D01012,AMARJOTHI
AMATRA,EFC (I) LIMITED,INE886D01026,EFCIL
AMAVEN,AMANAYA VENTURES LIMITED,INE0G1V01016,AMANAYA
AMBAG,AMBO AGRITEC LIMITED,INE0N6V01016,AMBOAGRI
AMBAGA,AMBICA AGARBATHIES & AROMA IND,INE792B01012,AMBICAAGAR
AMBCE,AMBUJA CEMENTS LTD,INE079A01024,AMBUJACEM
AMBCEM,AMBUJA CEMENT EASTERN LTD,INE073B01017,
AMBCOT,AMBIKA COTTON MILLS LIMITED,INE540G01014,AMBIKCO
AMBELE,AMBUJA ELECTROCASTING LTD,,
AMBEN,AMBER ENTERPRISES INDIA LTD,INE371P01015,AMBER
AMBENT,AMBA ENTERPRISES LIMITED,INE829P01020,AEL
AMBINT,AMBASSADOR INTRA HOLDINGS LTD,INE342U01016,AIHL
AMBMIC,AMBITION MICA LIMITED,INE563S01011,AMBITION
AMBND1,5% AMBIT FINVEST JUN 24,INE985V07041,AFPLGSEC24
AMBPLA,AMBITIOUS PLASTOMAC LTD,INE267C01013,AMBIT
AMBSAR,AMBALAL SARABHAI ENTERPRISE LT,INE432A01017,AMBALALSA
AMBZIN,AMBUJA ZINC,,
AMCVIN,AMCO INDIA LTD,INE924B01011,AMCOIND
AMDIND,AMD INDUSTRIES LIMITED,INE005I01014,AMDIND
AMEREM,AMERICAN REMEDIES,INE315A01014,
AMFEB,A  AND M FEBCON LIMITED,INE319X01018,AMFL
AMFIND,AMFORGE INDUSTRIES LTD,INE991A01020,AMFORG
AMICOM,AMI COMPUTERS (I),INE079B01014,AMICOMP
AMIFOO,AMISON FOODS,,
AMIFOR,AMIC FORGING LIMITED,INE0P9J01013,AMIC
AMIINT,AMIT INTERNATIONAL LTD,INE053D01015,AMITINT
AMIORG,ACUTAAS CHEMICALS LIMITED,INE00FF01025,ACUTAAS
AMIPLA,AMINES & PLASTICIZERS LTD,INE275D01022,AMNPLST
AMISEC,AMIT SECURITIES LTD,INE137E01014,AMITSEC
AMISPI,AMIT SPINNING INDUSTRIES LTD,INE988A01026,ASIL
AMITAN,AMIN TANNERY LIMITED,INE572Z01017,AMINTAN
AMKPRO,AMKAY PRODUCTS LIMITED,INE0QSB01016,AMKAY
AMRAGR,AMRAWORLD AGRICO LTD,INE735C01027,AMRAAGRI
AMRBAN,AMRIT CORP LIMITED,INE866E01026,AMRITCORP
AMRCAP,AMRAPALI CAPITAL AND FINANCE,INE218P01018,ACFSL
AMRDEV,AMRAPALI DEVELPOERS,INE761C01015,
AMRENT,AMRIT BANASPATI COMPANY LTD,INE221G01029,AMRITBANA
AMRFIN,AMRAPALI FINCAP LIMITED,INE990S01016,AMRAFIN
AMRHEA,AMRUTANJAN HEALTH CARE LIMITED,INE098F01031,AMRUTANJAN
AMRIN,AMRAPALI INDUSTRIES LTD,INE762C01021,AMRAPLIN
AMSAPP,AMSONS APPARELS LIMITED,INE812P01018,AMSONS
AMSLAM,AMERISE BIOSCIENCES LIMITED,INE673C01020,AMERISE
AMTAUT,AMTEK AUTO LIMITED,INE130C01021,AMTEKAUTO
AMTBND,AMTEK AUTO LTD 10.25 NCD20SP15,INE130C08059,AMTEK20910
AMTIND,CASTEX TECHNOLOGIES LIMITED,INE068D01021,CASTEXTECH
AMULEA,APOLLO PIPES LIMITED,INE126J01016,APOLLOPIPE
AMWHEA,AMWILL HEALTHCARE LIMITED,INE0U2L01017,AMWILL
AMZAUT,AMZEL AUTOMOTIVE,,
ANACON,RAJENDRA CATERER N CONFECT LTD,INE151O01014,RACCL
ANACRE,ANAND CREDIT LTD,INE703J01012,ANANDCR
ANAELE,ANAND PROJECTS LIMITED,,ANANDPROJ
ANAIND,MENA MANI INDUSTRIES LIMITED,INE148B01033,MENAMANI
ANARA,TARC LIMITED,INE0EK901012,TARC
ANARAJ,ANANT RAJ LIMITED,INE242C01024,ANANTRAJ
ANARAT,ANAND RATHI WEALTH LIMITED,INE463V01026,ANANDRATHI
ANARAY,ANAND RAYON LIMITED,INE02GA01012,ARL
ANAROT,ANANT ROTOSPIN,,
ANCCOM,ANCO COMMUNICATIONS,INE541B01013,
ANCSOF,NAKSHATRA INFRASTRUCTURE LTD,INE226B01011,NAKSHTRINF
ANDBAN,ANDHRA BANK,INE434A01013,ANDHRABANK
ANDCEM,ANDHRA CEMENT LTD,INE666E01020,ACL
ANDN11,ANDHRA PRADESH STATE CORP 9.62,INE0M2307081,962APSB30
ANDN14,ANDHRA PRADESH CORP 31MY27,INE0M2307057,962APSB27
ANDN15,ANDHRA PRADESH STATE BEV 9.62,INE0M2307149,962APSB26A
ANDN16,9.62% Andhra P. Bev. May 26,INE0M2307040,962APSB26
ANDN17,9.62% Andhra P. Bev. Nov 25,INE0M2307131,962APSB25A
ANDN18,9.62% Andhra P. Bev. Nov 24,INE0M2307123,962APSB24A
ANDN19,9.62% Andhra P. Bev. Nov 29,INE0M2307180,962APSB29A
ANDN20,9.62% ANDHRA P. BEV. MAY 24,INE0M2307024,962APSB24
ANDND1,10.32% Andhra Prad. Cap Aug 27,INE01E708040,1032APCR27
ANDND2,10.32% Andhra Prad. Cap Aug 26,INE01E708032,1032APCR26
ANDND3,ANDHRA PRADESH CAPITAL B 10.32,INE01E708024,1032APCR25
ANDND5,ANDHRA PRADESH STATE LTD 9.62,INE0M2307032,962APSB25
ANDOFS,ANDHRA PAPER LIMITED OFS,INE000000148,ANDHRAPAP
ANDPET,ANDHRA PETROCHEMICALS LTD,INE714B01016,ANDHRAPET
ANDSUG,THE ANDHRA SUGARS LIMITED,INE715B01021,ANDHRSUGAR
ANDVAL,ANDHRA VALLEY POWER SUPPL,INE247A01019,
ANDYUL,ANDREW YULE & COMPANY LTD,INE449C01025,ANDREWYU
ANERE1,ONESOURCE INDUS AND VEN LTD RE,INE125F20016,OIVL-RE
ANGBRO,ANGEL ONE LIMITED,INE732I01013,ANGELONE
ANGENT,INCEPTUM ENTERPRISES LIMITED,INE784P01035,INCEPTUM
ANGFIB,ANGEL FIBERS LTD,INE339Z01011,ANGEL
ANGFRE,ANGLO FRENCH DRUGS IND LTD,INE570E01016,AFDIL
ANGIND,ANG INDUSTRIES LIMITED,INE017D01010,ANGIND
ANGLIF,ANG LIFESCIENCES INDIA LTD,INE236W01016,ANG
ANICHE,APT PACKAGING LIMITED,INE046E01025,APTPACK
ANIIMP,RACE ECO CHAIN LIMITED,INE084Q01012,RACE
ANIIND,ANIK INDUSTRIES LIMITED,INE087B01017,ANIKINDS
ANIPRO,ANIL LIMITED,INE125E01019,ANILLTD
ANJFAB,SHREE BHAVYA FABRICS LIMITED,INE363D01018,SBFL
ANJFIN,ANJANI FINANCE LTD,INE283D01018,ANJANIFIN
ANJPO,ANJANI PORTLAND CEMENT LTD,INE071F01012,APCL
ANJRE1,ANJANI PORTLAND CEM RIG ISSUE,INE071F20012,APCL-RE
ANJSYN,ANJANI SYNTHETICS LIMITED,INE364D01032,ANJANI
ANKFIN,ANKUSH FINSTOCK LTD,INE784D01015,ANKUSHFI
ANKIND,ANKA INDIA LIMITED,INE067C01025,ANKIN
ANKMET,ANKIT METAL & POWER LIMITED,INE106I01010,ANKITMETAL
ANKSYN,AVIVA INDUSTRIES LIMITED,INE461H01011,AVIVA
ANKZIN,ADITYA INFO-SOF,INE524F01010,ADITYAINF
ANMIND,ANMOL INDIA LIMITED,INE02AR01019,ANMOL
ANNFI,ANNA INFRASTRUCTURES LIMITED,INE336D01014,ANNAINFRA
ANNFOI,ANNAPURNA FOILS,INE566C01018,
ANNND3,12.4% Annapurna Fin Apr 29,INE515Q08226,1240AFPL29
ANNND4,12.25% Annapurna Fin Sep 29,INE515Q08242,1225AFPL29
ANNND5,13.1% ANNAPURNA FIN AUG 28,INE515Q08218,1310AFPL28
ANNND6,12% ANNAPURNA FIN JAN 30,INE515Q08267,12AFPL30
ANSAGR,ANS INDUSTRIES LIMITED,INE234J01018,ANSINDUS
ANSBUI,ANSAL BUILDWELL LTD,INE030C01015,ANSALBU
ANSCLO,ADITRI INDUSTRIES LIMITED,INE636N01016,ADITRI
ANSCOM,NIBE ORDNANCE AND MARITIME LTD,INE425H01016,NIBEORD
ANSHOU,ANSAL HOUSING LIMITED,INE880B01015,ANSALHSG
ANSPRO,ANSAL PROPERTIES & INFRASTRUCT,INE436A01026,ANSALAPI
ANSRE1,NIBE ORDNANCE MARITIME LTD RE,INE425H20016,NIBOR-RE
ANTART,ANTARCTICA LTD,INE414B01021,
ANTBIO,ANTHEM BIOSCIENCES LIMITED,INE0CZ201020,ANTHEM
ANTWAS,ANTONY WASTE HANDLING CELL LTD,INE01BK01022,AWHCL
ANUCOM,ANUKARAN COMMERCIAL ENTRPR LTD,INE090G01028,ZANUKCOM
ANUIN,HILIKS  TECHNOLOGIES LIMITED,INE966Q01010,HILIKS
ANUINF,KAIZEN AGRO INFRABUILD LIMITED,INE891N01017,KAIZENAGRO
ANUJEW,ONESOURCE IDEAS VENTURE LTD,INE125F01032,OIVL
ANULAB,ANU'S LABORATORIES LIMITED,INE450H01022,ANULABS
ANUMAL,ANUP MALLEABLES LTD.,INE188O01016,ANUPMAL
ANUPAC,ANUROOP PACKAGING LIMITED,INE490Z01012,ANUROOP
ANUPHA,ANUH PHARMA LTD,INE489G01022,ANUHPHR
ANURAS,ANUPAM RASAYAN INDIA LIMITED,INE930P01018,ANURAS
ANURE1,ANUROOP PACKAGING RIGHTS ENTIT,INE490Z20012,ANUROOP-RE
ANZINV,ANZEN INDIA ENERGY YIELD PLUS,INE0MIZ23019,ANZEN
APAIND,APAR INDUSTRIES LIMITED,INE372A01015,APARINDS
APCBD1,10.32% Andhra Prad. Cap Aug 24,INE01E708016,1032APCR24
APCBD2,10.32% Andhra Prad. Cap Aug 28,INE01E708057,1032APCR28
APCLAT,APCOTEX INDUSTRIES LIMITED,INE116A01032,APCOTEXIND
APEFRO,APEX FROZEN FOODS LTD,INE346W01013,APEX
APEHOM,APEX CAPITAL AND FINANCE LTD,INE758W01019,ACFL
APESUR,APEEJAY SURRENDRA PARK HOT LTD,INE988S01028,PARKHOTELS
APLAB,APLAB LTD,INE273A01015,APLAB
APLAPO,APL APOLLO TUBES LIMITED,INE702C01027,APLAPOLLO
APLPP1,APLAB LIMITED PP,IN9273A01047,APLABPP
APLRE1,APLAB LTD RIGHTS ENTITLEMENTS,INE273A20023,APLAB-RE
APMFIN,MUFIN GREEN FINANCE LIMITED,INE08KJ01020,MUFIN
APMIND,APM INDUSTRIES LTD,INE170D01025,APMIN
APOFIN,APOLLO FINVEST (INDIA) LTD,INE412D01013,APOLLOFI
APOHOS,APOLLO HOSPITALS ENTERPRISES L,INE437A01024,APOLLOHOSP
APOLEA,APOORVA LEASING FIN INVST LTD,INE217S01014,APOORVA
APOMIC,APOLLO MICRO SYSTEMS LIMITED,INE713T01028,APOLLO
APOTYR,APOLLO TYRES LTD,INE438A01022,APOLLOTYRE
APPAMU,APPLE AMUSEMENT IND.,INE212D01017,
APPCRE,APPLE CREDIT CORPORATION,INE212A01013,APPLECREDT
APPFIN,UTIQUE ENTERPRISES LTD,INE096A01010,UTIQUE
APPMAR,EJECTA MARKETING LIMITED,INE649L01013,EML
APPSTO,APPOLLO STONES,,
APPWAR,ANDHRA PAPER WARRANTS 30SP11,INE435A13015,APPMLWARR
APRBIO,CLC GLOBAL LTD,INE072F01010,
APSSTA,APS-STAR INDUSTRIES,,
APTAMA,EMERALD LEISURES LIMITED,INE044N01021,EMERALL
APTANN,AP TANNERIES,,
APTIND,COVIDH TECHNOLOGIES LIMITED,INE899M01020,COVIDH
APTLIM,APTECH LIMITED,INE266F01018,APTECHT
APTRE1,EMERALD LEISURES LIMITED RE,INE044N20013,EMELE-RE
APTVAL,APTUS VALUE HOUSING FIN IND,INE852O01025,APTUS
APUINV,PANORAMA STUDIOS INT LTD,INE258R01028,PANORAMA
AQULAN,AQUALAND (INDIA),,
AQULOG,AQUA LOGISTICS LIMITED,INE544K01026,AQUA
AQUPUM,Ekansh Concepts Limited,INE005E01013,EKANSH
ARADEV,ARAMUSK INFRA INVESTMENT LTD,INE126F01014,ARAMUSK
ARASEC,ARAVALI SECURITIES & FINANCE L,INE068C01015,ARAVALIS
ARCCHE,ARCHEAN CHEMICAL IND LIMITED,INE128X01021,ACI
ARCDEC,ARCHIDPLY DECOR LIMITED,INE0CHO01012,ADL
ARCFIN,ARC FINANCE LIMITED,INE202R01026,ARCFIN
ARCIN,ARCHIDPLY INDUSTRIES LIMITED,INE877I01016,ARCHIDPLY
ARCIND,ARCEE INDUSRTRIES LTD,INE276D01012,ARCEEIN
ARCLIM,ARCHIES LIMITED,INE731A01020,ARCHIES
ARCLTD,ARCOTECH LIMITED FORMERLY SKS,INE574I01035,ARCOTECH
ARCOR,ARCL ORGANICS LTD,INE372M01010,ARCL
ARCORG,ARCHIT ORGANOSYS LIMITED,INE078I01011,ARCHITORG
ARCRE1,ARC FINANCE LIMITED RE,INE202R20018,ARCFIN-RE
ARCSO,POPEES CARES LIMITED,INE149B01015,POPEES
ARCTEA,ARCUTTIPORE TEA COMP,INE674C01010,ARCUTTIP
ARDINV,ARDI INVESTMENT & TRADING LTD,INE0LKP01014,ZARDIINV
AREIND,AREX INDUSTRIES LTD,INE480H01011,AREXMIS
ARFIND,ARFIN INDIA LIMITED,INE784R01023,ARFIN
ARHIND,ARHAT INDUSTRIES,,
ARHSUE,ARHANT SUEDES,,
ARIAGR,ARIES AGRO LIMITED,INE298I01015,ARIES
ARIAVE,DISHA RESOURCES LIMITED,INE193D01019,DRL
ARICAP,ARIHANT CAPITAL MARKETS LTD,INE420B01036,ARIHANTCAP
ARICOT,ARIHANT COTSYN LIMITED,INE925B01018,ARIHANTCOT
ARIEQF,UNIVERSAL MEDIA NETWORK LIMITE,INE100B01026,UNIMEDIA
ARIFOU,ARIHANT FOUNDATIONS & HOUSING,INE413D01011,ARIHANT
ARIIND,ARIHANT INDUSTRIES LTD,INE332C01015,ARIHANTIND
ARIINS,ARIHANT INSTITUTE LIMITED,INE997Z01016,ARIHANTINS
ARISEC,ARIHANTS SECURITIES LTD,INE190D01015,ARISE
ARISOL,ARISINFRA SOLUTIONS LIMITED,INE0H9P01028,ARISINFRA
ARISUP,ARIHANT SUPERSTRUCTURES LIMITE,INE643K01018,ARIHANTSUP
ARITHR,ARIHANT THREADS LTD,INE747A01018,ARIHANTRED
ARITOU,BN HOLDINGS LIMITED,INE00HZ01011,BNHOLDINGS
ARKDEV,ARKADE DEVELOPERS LIMITED,INE0QRL01017,ARKADE
ARKF01,ARKA FINCAP LIMITED 27DC25,INE03W107264,9ARKA25
ARKF02,9.3% ARKA FINCAP LTD. DEC 25,INE03W107215,93ARKA25
ARKF03,ARKA FINCAP LIMITED 27DC26,INE03W107231,93ARKA26
ARKF04,9.65% ARKA FINCAP LTD. DEC 26,INE03W107249,965ARKA26
ARKF05,ARKA FINCAP LIMITED 27DC28,INE03W107256,965ARKA28
ARKF06,9.99% ARKA FINCAP LTD. DEC 28,INE03W107223,10ARKA28
ARKND1,5% ARKA FINCAP JUN 24,INE03W107116,ARKAGSEC24
ARLABS,ARLABS,,
ARMFIN,ARMAN FINANCIAL SERVICES LIMIT,INE109C01017,ARMANFIN
ARMHOL,ARMAN HOLDINGS LIMITED,INE510P01018,ARMAN
ARMPAP,KONNDOR INDUSTRIES LIMITED,INE971A01014,KONNDOR
ARNCOR,ARNAV CORPORATION LIMITED,INE647D01014,ARNAVCORP
ARNHOL,ARNOLD HOLDINGS LTD,INE185K01036,ARNOLD
AROCHE,ARONI COMMERCIALS LIMITED,INE484B01016,ARONICOMM
AROENT,AROMA ENTERPRISES (INDIA) LTD,INE371M01012,AROMAENT
AROFIB,ARORA FIBRES LTD,INE487D01023,ARORAFIB
AROGRA,ARO GRANITE INDUSTRIES LIMITED,INE210C01013,AROGRANITE
AROOFS,ARONI COMMERCIALS LTD OFS,INE000000016,ARONICOMM
AROSIL,AROCHEM SILVASSA,,
ARRGRE,ARROW GREENTECH LIMITED,INE570D01018,ARROWGREEN
ARRSEP,ARROWHEAD SEPERATION ENG. LTD,INE0PP401015,ARROWHEAD
ARRTEX,ARROW TEXTILES LIMITED,INE933J01015,ARROWTEX
ARSINF,ARSS INFRASTRUCTURE PROJECTS L,INE267I01010,ARSSINFRA
ARSLIM,ARSHIYA LIMITED,INE968D01022,ARSHIYA
ARTELE,ARTEMIS ELECTRICALS AND PROJEC,INE757T01025,AEPL
ARTENG,ARTSON LIMITED,INE133D01023,ARTSON
ARTGLO,ARTEMIS GLOB LIFE SCIENCE LTD,INE517U01013,ARTEMIS
ARTMED,ARTEMIS MEDICARE SERVICES LTD,INE025R01021,ARTEMISMED
ARTPOW,ARTECH POWER AND TRADING LTD,INE421N01021,APTL
ARTSOF,ARTEFACT PROJECTS LTD,INE885B01014,ARTEFACT
ARUENT,TAAZA INTERNATIONAL LIMITED,INE392H01018,TAAZAINT
ARUMAN,ARUN MANTEX,,
ARUMIL,ARUNODAY MILLS,INE469E01011,ARUNODAY
ARUPRO,ARUN PROCESSORS,,
